Timestamp,Date,Measure,Tether USDt,USDC,Binance USD,Paypal USD,Mountain USD,GMO JPY,EUROe,EUR CoinVertible,EURC,Tether EURt,Angle Euro,Stasis Euro,Pax Dollar,Z.com USD,Gemini Dollar,First Digital USD,Ethena USDe,GHO,Verified USD,FRAX,USDS,TrueUSD,Tether MXNt,Tether CNHt,USDD,VNX Euro,VNX Swiss Franc,BiLira Turkish Lira,Australian Digital Dollar,Bean,StraitsX Indonesian Rupiah,BRLA Token,Stable Coin,Glo Dollar,Liquity LUSD,StraitsX Singapore Dollar,Synthetix sUSD,Synthetix sEUR,Poundtoken,BRZ,RupiahToken,Fathom Dollar,Forte AUD,Binance-Peg BUSD,Alloy USDT,Usual USD,AUSD,Anzen USDz,Anchored Coins EUR,M,Elixir deUSD,Open Money USD,USDtb,Ripple USD,Global Dollar,Real MXN,OpenEden OpenDollar,MXNB - Mexican peso stablecoin,Avant USD,Plume USD,USD1,Level USD,Quantoz USDQ,Quantoz EURQ,EURØP,mZAR,Frontier Stable Token,BBRL,BRL1,Ondo U.S. Dollar Token,Pareto USP,USDai,Origin Dollar,USR,reUSD,Braza USDB,USX,Falcon USD,R2USD,USD CoinVertible,Tokenised GBP,MetaMask USD,Hylo USD,StandX DUSD,CASH,Unitas USD,KRW1,JupUSD,Tether America USD,EURe,Neutrl USD,Avalon USDa,Cap USD,Dola,MNEE USD,InfiniFi USD,USDGO,Lista USD,Cygnus Finance Global USD,Eurite Euro Token,Fidelity Digital Dollar,Dai Stablecoin,YLDS,A7A5,AllUnity EUR,SoFiUSD,USDX,USDat,Frax USD,Asia Dollar,USDH,Hyper USD,WesternUnion U.S. Dollar Payment Token,Falcon Finance USD,Multipli rwaUSDi,Multipli rwaUSD,AUDM Macropod,Satoshi Stablecoin,Yuzu USD,f(x) Protocol fxUSD,Frankencoin,Tenbin Brazilian Real,Tenbin Mexican Peso,Theo USD
1665532800000,2022-10-12,Bridged Token Market Cap (Dollar),68128257901.01994,45607840930.14143,21239316751.02296,,,24002197.793222174,,,73858445.37682845,84405673.65404858,41751779.61322354,75266516.14646767,917993167.9553126,1336149.3223073448,323947633.1919733,,,,,1357965254.839796,,698915527.9018493,988571.9507217263,2854210.049469627,799179025.256463,,,54730879.17219795,,32713345.38903903,5514783.313069386,,,,175873661.6751345,46048713.40823213,58492407.333206706,9787995.676773485,2696601.819577027,38231004.703916214,7056489.0708111245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36166163.90007583,,,,,,,,,,,,,,,,,,,,,43392298.52989864,,,,30713491.37909821,,,,6190578334.424807,,,,,,,,,,,,,,,,,,,,,,
1665619200000,2022-10-13,Bridged Token Market Cap (Dollar),68107966566.82242,45160865786.64312,21365905043.96838,,,23793772.269457087,,,73551610.3625455,83895960.40517235,42640868.998689905,75360161.88090621,896356677.6349449,1330736.1091767717,328809988.227521,,,,,1357239336.7367375,,702915773.9570882,991604.6494300726,2856349.4139263486,787762104.9207742,,,65302583.14466956,,32674032.21904779,5666855.164949447,,,,173793317.0120998,45874811.18829289,57875464.13587227,8931518.345263883,2731615.063523041,37205048.27843967,7076898.928500487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36168377.834694535,,,,,,,,,,,,,,,,,,,,,43346008.166906275,,,,30535658.650230136,,,,6023674247.120311,,,,,,,,,,,,,,,,,,,,,,
1665705600000,2022-10-14,Bridged Token Market Cap (Dollar),68145582334.915115,44738124889.772545,21363504663.450947,,,23932450.512295794,,,74699665.47007646,84897676.97415094,43193668.99950462,75788732.32062449,894968053.7844851,1326565.271004031,330265515.23373395,,,,,1361087186.2693949,,658388226.4894736,992995.0348484011,2843291.718593381,759294732.9017662,,,75899742.99125217,,32648675.637278564,5618293.068298399,,,,176160252.2346355,46317995.52539781,57549560.18634998,8719654.841833545,2782333.3961741333,38014209.154677,7052512.740137907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36119638.51638115,,,,,,,,,,,,,,,,,,,,,40965420.237417765,,,,30526584.11630856,,,,6018806379.88564,,,,,,,,,,,,,,,,,,,,,,
1665792000000,2022-10-15,Bridged Token Market Cap (Dollar),68166899804.206604,44714585963.40297,21393028743.19632,,,23694620.06588139,,,74005134.95752148,84466769.25323915,42950273.876590334,75541493.87888904,896520993.6123651,1342877.792324678,329509955.63125247,,,,,1358469440.36308,,659572001.7643678,1004565.5991909881,2839589.583579481,762167826.6689463,,,75865763.09957448,,32673643.46161083,5517970.72244234,,,,175820182.75489593,46461890.32098334,57731227.96534648,8726298.479456618,2754790.738470672,36987506.72505807,7024568.642661021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35825030.25550406,,,,,,,,,,,,,,,,,,,,,41024433.257209845,,,,30820220.621909395,,,,6008535264.924589,,,,,,,,,,,,,,,,,,,,,,
1665878400000,2022-10-16,Bridged Token Market Cap (Dollar),68126595929.56152,44709205441.893394,21314086138.66237,,,23611596.47574417,,,74001106.08289495,84491910.96921523,42984980.74008556,75405312.79195803,896396912.0621387,1340036.8426522329,331689991.6695963,,,,,1360438675.6674027,,665312576.4215233,1002128.5160675441,2840949.4476783457,766280879.3065091,,,75637532.9011606,,32604976.75468923,5539000.889391269,,,,174771791.52749243,46353981.601111144,56726243.619113036,8739501.663365457,2758537.874240929,35910999.5622723,7021546.553832579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35784091.43408562,,,,,,,,,,,,,,,,,,,,,41169417.95101428,,,,30643882.424467366,,,,6007271244.59308,,,,,,,,,,,,,,,,,,,,,,
1665964800000,2022-10-17,Bridged Token Market Cap (Dollar),68132501327.86664,44474081052.25754,21323304634.06679,,,23774305.332266755,,,74229135.22607772,84318290.6133215,41671260.78613634,73823692.90152296,897546463.7376553,1343939.0882168422,335992682.4291702,,,,,1363295826.7781491,,669721927.3740788,1008221.0063545658,2844676.0062024402,773680803.7188954,,,75771888.1697387,,32950365.4195511,5473028.363090764,,,,175874633.10362864,46586077.31623166,58470901.68748129,8290665.949541458,2764856.9049778623,32934424.609819695,7042405.295388648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35934121.783470444,,,,,,,,,,,,,,,,,,,,,41285108.018702045,,,,30872748.12042527,,,,5992204063.81308,,,,,,,,,,,,,,,,,,,,,,
1666051200000,2022-10-18,Bridged Token Market Cap (Dollar),68138171086.89486,44248217915.18326,21570694803.531807,,,23710023.111507896,,,75077548.73240212,85246108.98365448,42017449.46976263,74523690.60754617,896119269.7963604,1341275.4294851727,331541616.71070623,,,,,1361564937.820361,,674681431.3707644,1008731.3871654993,2846651.135463007,725145823.5738088,,,83943023.85561033,,32671113.939646594,5596936.016607162,,,,175688717.2814156,46613477.097909994,59955556.770087816,8389317.641726894,2825603.9691018816,36791595.99761166,7017969.410757385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35769787.26861246,,,,,,,,,,,,,,,,,,,,,41017772.82340614,,,,30747857.80088302,,,,5991055749.78464,,,,,,,,,,,,,,,,,,,,,,
1666137600000,2022-10-19,Bridged Token Market Cap (Dollar),68128262214.20734,44014058563.03744,21712185360.811596,,,23618753.973912947,,,74662253.94206457,85282854.50885437,42051036.60179339,73831297.19434549,896353180.5881705,1334700.808943513,330244793.3226234,,,,,1358816195.8472488,,675475005.205999,994224.0731374243,2837392.9333852543,724356201.2966591,,,83777869.44865859,,32694995.041022718,5490131.341501985,,,,174824608.933734,46594496.55594719,61980668.79200488,8783673.285723414,2807518.881493408,37543150.88788467,6995448.245393679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35747969.573977135,,,,,,,,,,,,,,,,,,,,,41005488.512655005,,,,30671823.20664037,,,,5858972061.7279825,,,,,,,,,,,,,,,,,,,,,,
1666224000000,2022-10-20,Bridged Token Market Cap (Dollar),68196375573.74098,43691160279.02122,21890475195.716747,,,23536323.01834479,,,74154849.2369031,84797382.25423801,41762023.26918671,73444168.70878924,893783799.6795757,1339382.335456205,330847995.2545593,,,,,1359837975.7532048,,671642158.6495208,1000552.5260199743,2821549.7097708196,723760348.6518215,,,83472721.24679263,,32731467.28648221,5586598.838107983,,,,176796883.96296898,46478744.15351487,61794846.47554843,8734838.518414857,2756250.02100457,37614100.80967415,6979059.948105991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35799290.731056035,,,,,,,,,,,,,,,,,,,,,41021644.591530785,,,,30850051.122440726,,,,5789758527.363691,,,,,,,,,,,,,,,,,,,,,,
1666310400000,2022-10-21,Bridged Token Market Cap (Dollar),68136067316.454094,43549010501.34334,21756950205.82847,,,23491361.15646119,,,74184952.70904648,84846014.39231986,41794491.17474135,72299348.64851287,893071098.0814127,1349772.0853719374,334788210.0356563,,,,,1361322991.8339875,,673969918.2674029,1005332.8988031874,2822989.1741346754,723519231.5976089,,,91415370.09876485,,32696939.255974896,5472590.486003335,,,,177443974.04323354,45898781.323476054,61778202.19555093,8293454.61312945,2756687.6537888423,37961952.63307587,6972468.76635649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35825610.68323955,,,,,,,,,,,,,,,,,,,,,40945497.17280037,,,,33765618.50503533,,,,5731769912.309073,,,,,,,,,,,,,,,,,,,,,,
1666396800000,2022-10-22,Bridged Token Market Cap (Dollar),68161381309.65736,43600651668.06871,21768332802.55752,,,23687883.147600763,,,74887857.75908798,85410562.95763808,42049315.39481154,72934797.67808133,894427961.4442152,1358681.5349997852,334351040.04190767,,,,,1361648363.8737476,,674846394.6549941,1008552.3865768419,2822044.605118242,723803716.5809035,,,91483124.55695166,,32723401.69750609,5485043.72472175,,,,179408200.91191018,46797117.87152022,61652319.40266209,8361619.839087482,2772263.66195852,38338009.90004494,6975563.801096366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35858562.03585359,,,,,,,,,,,,,,,,,,,,,40921652.05892066,,,,33676927.49469609,,,,5740468748.982878,,,,,,,,,,,,,,,,,,,,,,
1666483200000,2022-10-23,Bridged Token Market Cap (Dollar),68154457342.652954,43627458912.24036,21767182004.03707,,,23317862.16538674,,,74787768.38036186,85183834.8497017,42114463.46935674,72946768.18761294,893160202.7874081,1368375.7596366531,333074593.9483775,,,,,1363083759.9110847,,675354386.2536211,996007.5171670198,2823851.4107557577,723761062.0936751,,,91457650.73992938,,32712658.02340514,5438079.044069095,,,,179067811.84444064,46843681.96584023,60446684.784756064,8182023.06972897,2774026.7716920776,38263902.038269,6942027.870078696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35927129.04044716,,,,,,,,,,,,,,,,,,,,,40865947.96139765,,,,33640808.31608935,,,,5776469078.426184,,,,,,,,,,,,,,,,,,,,,,
1666569600000,2022-10-24,Bridged Token Market Cap (Dollar),68151800851.587715,43568521433.79988,21797127678.002598,,,23749088.404115267,,,75091834.88906014,85285773.33401117,42343061.31929304,73164202.45866334,892440431.4636174,1363674.067290125,334274091.24717784,,,,,1215171406.8087223,,658335038.8292024,1012353.5821690477,2818152.619245741,723346625.3155366,,,91676298.34723715,,32765908.43549295,5437502.069199979,,,,180564260.42360604,46781272.00037264,61686159.89896058,8547732.185832085,2787896.774096353,38276188.89855546,6954499.527523783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35927103.47091315,,,,,,,,,,,,,,,,,,,,,40944264.902110934,,,,33587426.27966053,,,,5778822705.165614,,,,,,,,,,,,,,,,,,,,,,
1666656000000,2022-10-25,Bridged Token Market Cap (Dollar),68194941565.11975,43516208662.689064,21555643355.38987,,,23516498.213962078,,,75039574.66388856,85321677.83569466,42304847.290727444,73385700.69975577,892305594.4950734,1371365.9462665934,372203093.8305325,,,,,1214340616.9762058,,658533074.9224505,1009499.0157383238,2796306.7753202687,722404545.8402075,,,91659152.33813198,,32743301.317196477,5558369.209909106,,,,182239718.25732544,46561805.25623342,60351715.1889047,8417904.251659058,2774849.4146226607,37755017.36942501,6937184.917387965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41399617.761591926,,,,,,,,,,,,,,,,,,,,,41242939.16629503,,,,33583871.82086025,,,,5778271771.119148,,,,,,,,,,,,,,,,,,,,,,
1666742400000,2022-10-26,Bridged Token Market Cap (Dollar),68468450585.609634,43605653040.727844,21478906372.466133,,,23622092.378512107,,,75851880.04125607,85953022.79440804,41959841.95310454,73864719.31261498,894584725.3092557,1362237.225792137,418243005.06984293,,,,,1213261180.5534542,,609741312.1533278,1015735.2789112184,2773066.6298594126,722289537.2400091,,,92131452.27046078,,32791058.166752838,5569167.789803341,,,,183663672.33814147,46700563.66321595,62613050.72412144,8395492.863579588,2809718.078330106,37712262.22071569,6959505.43051023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42298324.421380125,,,,,,,,,,,,,,,,,,,,,41239748.25721641,,,,33627864.04947523,,,,5781857927.0574255,,,,,,,,,,,,,,,,,,,,,,
1666828800000,2022-10-27,Bridged Token Market Cap (Dollar),68635535301.12058,43677238840.777596,21225225800.124603,,,23981020.36950166,,,77437472.85277474,87504682.05273256,42429435.13194106,73348555.14157267,896024718.067959,1340103.2179509257,429371165.4937995,,,,,1214973817.561803,,612364833.386775,1007067.1910052277,2805313.459199331,721688006.853586,,,92201782.49457441,,32877635.55344967,5449775.701213738,,,,184444724.3596772,59815940.41900577,64045214.16175718,8686225.657075446,2852546.3190587433,37283092.10122008,6978070.807794478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42426436.81947936,,,,,,,,,,,,,,,,,,,,,36996222.24685091,,,,33704415.86992543,,,,5788140088.20614,,,,,,,,,,,,,,,,,,,,,,
1666915200000,2022-10-28,Bridged Token Market Cap (Dollar),68710532899.20526,43490795454.57309,21391221687.4096,,,23958915.126554426,,,77153673.63898896,86541875.52125633,41523646.45453705,71928661.52523942,895898445.4917516,1358338.1452513263,479389162.1581276,,,,,1212554145.7807114,,611966450.2742593,1014578.7208285601,2823761.904086621,723333644.7693014,,,91870663.70098816,,32854078.662272498,5408817.102174637,,,,185415600.8091717,59780932.491444804,62706913.610225216,8351879.338865942,2838767.450438337,37485411.229954176,6963067.546610132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43421743.34179369,,,,,,,,,,,,,,,,,,,,,37717897.12605127,,,,33726505.020373285,,,,5756361332.451598,,,,,,,,,,,,,,,,,,,,,,
1667001600000,2022-10-29,Bridged Token Market Cap (Dollar),68824556508.95647,43411170758.29357,21381742479.161156,,,23809878.098300084,,,76996636.90980645,85668669.97565761,41434504.15756901,71553943.11950622,893881655.9004632,1342392.133065264,480047208.72821885,,,,,1214903839.6518354,,614636997.9463191,1000450.92557604,2817281.361639441,723217535.3024949,,,92102778.22630093,,32834309.747867405,5515399.518284975,,,,187144142.43741825,59998681.29492888,60961897.44083127,8396283.234293044,2849805.075654634,37684960.99967872,6971652.903311927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43463579.069943056,,,,,,,,,,,,,,,,,,,,,44170514.547990344,,,,33999548.05352443,,,,5766622958.085655,,,,,,,,,,,,,,,,,,,,,,
1667088000000,2022-10-30,Bridged Token Market Cap (Dollar),69008077331.25705,43396235650.5453,21389810109.934914,,,23865383.472842757,,,76882788.72425362,85751539.9987577,41487496.62000572,71802758.14976913,893544279.8845642,1351042.8721683586,479665523.9963601,,,,,1214807289.8926013,,615038240.7180884,1018891.6620060735,2817104.3696912955,724148563.4608657,,,92178421.50748919,,32893289.76167567,5417444.329423883,,,,187756374.74702045,59818342.907983676,62183985.683897905,8038170.594538635,2854122.189456811,37747025.941009186,6967929.412420573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39904157.59792082,,,,,,,,,,,,,,,,,,,,,44154822.40363261,,,,34127003.48958006,,,,5762793082.196291,,,,,,,,,,,,,,,,,,,,,,
1667174400000,2022-10-31,Bridged Token Market Cap (Dollar),69174379097.24127,43133505027.59991,21146230253.50405,,,23886656.20197513,,,77393622.39127113,86420515.6350937,41395632.865969956,71633066.25749822,900150810.4945496,1348326.9106153839,539557830.7911737,,,,,1213768753.6620953,,618268880.6179022,1000725.074762533,2815963.6084393812,723153006.2512631,,,92532952.25439948,,32897217.28108334,5465009.4980122745,,,,188501771.1654268,59708269.28164755,61353442.97843622,8471743.974754035,2846818.031107326,37442469.62974319,6971403.993525593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39856780.798907086,,,,,,,,,,,,,,,,,,,,,47432881.09000281,,,,33928211.966859244,,,,5673612430.347268,,,,,,,,,,,,,,,,,,,,,,
1667260800000,2022-11-01,Bridged Token Market Cap (Dollar),69087937522.6928,42714176271.98033,21660055302.02291,,,23607123.55234018,,,77112289.72629687,85148913.87946203,41240832.349246144,70116234.6436412,896273968.7153056,1340119.5602644624,579821961.9011582,,,,,1209030153.437422,,610096922.7509415,1007420.3996746663,2791322.8357843286,723264706.098714,,,18115259.286419556,,32948279.931192406,5465022.805552014,,,,188788018.11511773,61481521.88833609,62174567.395199925,8667984.572199613,2818370.174667233,38252056.99718234,6957421.041064231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39866255.081256874,,,,,,,,,,,,,,,,,,,,,48345396.68624905,,,,34160913.71392319,,,,5668968187.208971,,,,,,,,,,,,,,,,,,,,,,
1667347200000,2022-11-02,Bridged Token Market Cap (Dollar),69122298418.40036,42287818837.685295,21975174023.44398,,,23739740.979928643,,,77279885.87709887,85178087.44002417,41439851.40045541,68991413.5356733,898413621.1243072,1327314.3669616263,626938313.8375348,,,,,1213220759.0227084,,612921740.7997727,1018547.7520793136,2806331.790424508,722147132.6703085,,,18076814.84167602,,32981801.327066623,5545561.098310728,,,,189341453.14817852,61574222.17145631,63217042.25833617,8615027.047486395,2821257.5665801195,38486008.894124076,6946439.495498955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39746957.92911243,,,,,,,,,,,,,,,,,,,,,48467211.67290657,,,,34018977.0697715,,,,5670820049.517194,,,,,,,,,,,,,,,,,,,,,,
1667433600000,2022-11-03,Bridged Token Market Cap (Dollar),69134204324.04675,41829351423.79674,22494451398.312748,,,23825423.434251092,,,78659167.44791456,85406956.13649254,41466479.486552455,68147909.67607507,897979892.4096419,1363375.1106419305,690426833.8555989,,,,,1210619673.5059037,,614810127.7335076,1002855.3290164118,2791935.0977512095,721692298.3421372,,,17979620.84339655,,33026273.968615714,5454775.404813224,,,,188709414.80375478,61299491.010627836,59796236.30471318,8111946.34246904,2711658.531477959,38605355.654568225,6913852.238064227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39831445.17171691,,,,,,,,,,,,,,,,,,,,,49381220.93060576,,,,33797130.84822229,,,,5654122811.6400795,,,,,,,,,,,,,,,,,,,,,,
1667520000000,2022-11-04,Bridged Token Market Cap (Dollar),69142885206.8553,41832742704.13244,22555544333.391884,,,23722231.11746569,,,78144921.23430537,85355762.90301476,41243814.14596871,67401286.56747714,898129861.0198911,1359725.0396035183,738634257.4984733,,,,,1217160042.0971115,,607684341.0096292,1024487.2397222212,2795365.831421787,721950484.358794,,,17984571.71943146,,33068413.925849024,5503437.531676446,,,,192633952.6499689,61049476.49251966,59215172.54012184,7642438.010455026,2697756.4676996307,38638974.69127365,6902556.19407309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39849242.354055375,,,,,,,,,,,,,,,,,,,,,51849002.720911406,,,,33913084.910679474,,,,5682991652.039291,,,,,,,,,,,,,,,,,,,,,,
1667606400000,2022-11-05,Bridged Token Market Cap (Dollar),69183343565.93028,41729650384.575516,22527283195.006256,,,23916182.924373884,,,79985490.8485457,85560489.18966243,41911077.29987208,69156352.671125,896877917.8112803,1332359.1782689546,786676289.2942264,,,,,1222616990.4412444,,607922846.8647933,1032599.8282806801,2838945.9548440296,723376302.5348327,,,18171830.04548995,,33075749.158509757,5514235.774610169,,,,192371932.10183606,61822397.89499328,60622497.452159986,7915289.257310752,2707236.3567426284,39029020.303701505,6935860.3222769555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835045.70337186,,,,,,,,,,,,,,,,,,,,,50834627.36669688,,,,33912631.42361165,,,,5713216598.370543,,,,,,,,,,,,,,,,,,,,,,
1667692800000,2022-11-06,Bridged Token Market Cap (Dollar),69170883621.32886,42052637430.23602,22540889075.157917,,,24043750.519559123,,,80392500.18277895,85564977.74854916,41894634.66351417,68833551.55253682,898290850.3656461,1345913.9282258376,785153735.1198891,,,,,1221666818.5424862,,600370531.7052078,1030654.815715614,2838589.9543082425,722059873.5550933,,,18183658.246486343,,33129020.839847755,5412648.029025893,,,,194137252.82909736,61749201.83241394,58965241.27680713,8027143.544310745,2706921.7013826123,37941771.350814134,6915826.27222562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39800783.76214145,,,,,,,,,,,,,,,,,,,,,50344546.17403717,,,,33922068.542956665,,,,5768374087.825744,,,,,,,,,,,,,,,,,,,,,,
1667779200000,2022-11-07,Bridged Token Market Cap (Dollar),69295577224.12836,42914436566.06474,22578566703.467014,,,23891446.616692796,,,79916953.4174063,85727068.8229736,41778765.51573474,67402321.9903459,895241842.4976271,1338687.554668524,801790795.9846239,,,,,1221839923.9608977,,601309898.3555944,1028385.5666116991,2812328.8331826343,721763162.1169064,,,18020733.015829835,,33179791.83234879,5491711.610816196,,,,193507875.76333758,61447707.661980644,58871312.82808466,7580831.48787795,2698237.5310524562,38300818.9092503,6912622.419152518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40232043.569190055,,,,,,,,,,,,,,,,,,,,,50286296.284473896,,,,34168818.3036712,,,,5777782334.428847,,,,,,,,,,,,,,,,,,,,,,
1667865600000,2022-11-08,Bridged Token Market Cap (Dollar),69687309898.22797,42597142091.08588,22964734425.5692,,,23952186.12355009,,,80876842.7673395,85734647.21716328,40866047.31061866,66279333.74517923,893596111.9928801,1340510.1745970924,843906160.1395159,,,,,1226010879.7122338,,603792026.7699381,1038947.0433330757,2835053.0442098896,724075432.2882547,,,17637835.30115202,,33228852.506813947,5501298.656108892,,,,190844571.05564472,61946591.996912405,60310415.241178535,7557115.72608729,2746106.0412471015,38473861.62588341,6895222.792221496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42228199.19238427,,,,,,,,,,,,,,,,,,,,,42854616.47332896,,,,33806598.240036376,,,,5751102244.930248,,,,,,,,,,,,,,,,,,,,,,
1667952000000,2022-11-09,Bridged Token Market Cap (Dollar),69397470599.03635,42612099922.48299,22960106840.164837,,,24096743.02774185,,,81177177.03418487,86147024.9667313,39380395.262650736,66508711.06427531,890681951.9006495,1225154.072980902,857011403.0392263,,,,,1219998989.7170079,,607036683.3370619,1026146.6408340363,2822922.2679064996,719158952.5444615,,,17499222.864452824,,33201724.177175008,5451494.626890289,,,,189900322.80319342,59633864.55147993,58161499.83009536,10188764.133662736,2728970.04638412,38182416.64934847,6783470.864740429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42168658.11966185,,,,,,,,,,,,,,,,,,,,,26796215.510562167,,,,32984918.74409261,,,,5454015216.210832,,,,,,,,,,,,,,,,,,,,,,
1668038400000,2022-11-10,Bridged Token Market Cap (Dollar),67624109193.037704,43054714911.142075,22986201764.271824,,,23674339.863578215,,,79702226.22357245,85730448.79710525,37277004.87554374,62649338.66564311,850387563.0814122,772570.1931383043,834544821.8095667,,,,,1208069230.2806358,,606485907.128226,1016751.4552465996,2843159.225584277,708407929.0783699,,,17553509.468175154,,32943605.242418014,5390320.889753299,,,,187949086.98589054,55441673.319600396,46781048.412146755,10544695.16363569,2692003.64709634,32064385.442076858,6837590.274271067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43724594.86069408,,,,,,,,,,,,,,,,,,,,,26636671.948278993,,,,33249198.839869563,,,,5354750110.771903,,,,,,,,,,,,,,,,,,,,,,
1668124800000,2022-11-11,Bridged Token Market Cap (Dollar),67218931983.89287,43575150756.39161,23413031754.13998,,,24090394.25390957,,,81497751.29718918,87607278.38997604,36573359.23133705,62590860.28012483,859756550.3033309,773439.4650598377,796861472.7570417,,,,,1221268415.7878935,,560890826.3385344,1025038.6564785683,2875069.589002918,708288495.7494211,,,17310449.754273586,,33258547.67436347,4788534.205954184,,,,184775427.65404978,53256693.114736214,47051514.5541424,10477047.964408062,2785645.562376465,36659395.07701783,6885427.091645962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44345070.22844364,,,,,,,,,,,,,,,,,,,,,26861024.360080633,,,,33193835.427888047,,,,5401462659.577055,,,,,,,,,,,,,,,,,,,,,,
1668211200000,2022-11-12,Bridged Token Market Cap (Dollar),66502469386.0389,44039178232.30303,23546216531.026688,,,25009332.373475593,,,41359018.278135404,88479868.2884854,36134886.38701883,61734518.860730305,858272667.7311333,771812.3487199178,796555991.7254739,,,,,1223178335.3477244,,661155486.8720968,1040614.6729779956,2883333.7704667808,711591255.9319578,,,5063778.479681377,,33347758.06434655,5386299.571278613,,,,184338615.21519846,54175930.01982364,46064813.24620045,10397190.537979415,2865694.2417358207,36326904.751528785,6981507.245422961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44545510.37807883,,,,,,,,,,,,,,,,,,,,,26974927.488062337,,,,33059282.508449297,,,,5461282616.090824,,,,,,,,,,,,,,,,,,,,,,
1668297600000,2022-11-13,Bridged Token Market Cap (Dollar),66204494162.13733,43776840865.653336,23376533483.444946,,,24878242.761826362,,,41450545.87674352,87991582.75802839,36247017.94089429,63071173.18930106,859327524.3051813,768058.7647960616,793462699.8400158,,,,,1178902009.8949623,,660791081.9034185,1015724.7116055107,2892527.531981663,712603121.7945598,,,4874892.492957489,,33356275.503623072,5382083.318352865,,,,185018868.79594216,52490541.974766396,44225102.51969641,10376814.39354169,2836672.2554430044,35231881.36492501,6906672.707749738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44355922.92085259,,,,,,,,,,,,,,,,,,,,,26730441.848084446,,,,33107716.434581008,,,,5436309128.98142,,,,,,,,,,,,,,,,,,,,,,
1668384000000,2022-11-14,Bridged Token Market Cap (Dollar),65946402333.48594,43962516036.74172,23489551985.958042,,,24979027.707708627,,,26416196.03409924,89469141.59299284,36350942.171147205,62447289.65695485,843681010.1648635,780108.7922286296,792475012.7109091,,,,,1177409815.6177714,,651438499.1523844,1026638.730635261,2873885.877378986,714054303.9154959,,,4074776.982681631,,33410160.382304974,5419501.159636433,,,,187242452.57618436,52374626.20265266,39978961.43736495,11471406.202900283,2815815.1682844935,37979437.500656426,6963319.76125923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44361752.75387432,,,,,,,,,,,,,,,,,,,,,28774923.123281192,,,,33047784.429643005,,,,5472881010.23469,,,,,,,,,,,,,,,,,,,,,,
1668470400000,2022-11-15,Bridged Token Market Cap (Dollar),66015492975.21279,44251461982.13614,23246801599.22812,,,25040027.848989394,,,26430775.045747083,87528144.24382827,34441662.51300648,63710688.80819895,916929533.5141045,776089.1982412456,793111640.9963949,,,,,1174163607.5201306,,658102280.1972942,1046053.6214841906,2918515.5257671257,714465486.0522325,,,3675036.990460082,,33479401.1204484,5423837.8085558945,,,,192092317.948753,52377067.66375461,39937387.750191525,11702079.04352401,2808936.6039455854,34246178.16199127,6966455.461088788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44480064.66770576,,,,,,,,,,,,,,,,,,,,,28764609.71411977,,,,33147865.071368083,,,,5443850312.971577,,,,,,,,,,,,,,,,,,,,,,
